Date,Time,Ch0,Ch1,Ch2,Ch3,
10-08-2023, 12:10:12,1082,1457,1193,1306,
10-08-2023, 12:10:22,1359,1710,1467,1604,
10-08-2023, 12:10:32,1127,1461,1184,1302,
10-08-2023, 12:10:42,1126,1461,1110,1300,
10-08-2023, 12:10:52,1147,1500,1206,1320,
10-08-2023, 12:11:02,1146,1485,1202,1312,
10-08-2023, 12:11:12,1164,1503,1168,1334,
10-08-2023, 12:11:22,1206,1566,1276,1409,
